number;incident_state;active;reassignment_count;reopen_count;sys_mod_count;made_sla;opened_at;impact;urgency;priority;knowledge;resolved_at;closed_at
INC0001257;Closed;false;0;0;24;false;2/3/2016 12:19;2 - Medium;2 - Medium;3 - Moderate;false;18/04/2016 14:09;23/04/2016 14:10
INC0001258;Closed;false;5;0;14;false;2/3/2016 12:21;2 - Medium;2 - Medium;3 - Moderate;true;15/03/2016 16:51;24/03/2016 18:59
INC0001259;Closed;false;9;0;44;false;2/3/2016 12:21;2 - Medium;2 - Medium;3 - Moderate;true;01/06/2016 09:12;06/06/2016 10:07
INC0001261;Closed;false;0;0;9;false;2/3/2016 12:23;2 - Medium;2 - Medium;3 - Moderate;true;17/03/2016 11:00;24/03/2016 18:59
INC0001262;Closed;false;2;0;8;false;2/3/2016 12:23;2 - Medium;2 - Medium;3 - Moderate;true;09/03/2016 08:21;24/03/2016 18:40
INC0001263;Closed;false;0;0;13;false;2/3/2016 12:24;2 - Medium;2 - Medium;3 - Moderate;false;18/03/2016 17:49;24/03/2016 18:59
INC0001264;Closed;false;2;0;7;true;2/3/2016 12:25;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 04:03;08/03/2016 05:00
INC0001265;Closed;false;2;0;5;true;2/3/2016 12:27;3 - Low;3 - Low;4 - Low;true;04/03/2016 09:07;09/03/2016 10:00
INC0001266;Closed;false;1;0;5;true;2/3/2016 12:28;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 15:00;08/03/2016 16:00
INC0001267;Closed;false;0;0;10;false;2/3/2016 12:28;2 - Medium;2 - Medium;3 - Moderate;true;17/03/2016 01:29;24/03/2016 18:59
INC0001268;Closed;false;2;0;60;false;2/3/2016 12:28;2 - Medium;2 - Medium;3 - Moderate;true;14/07/2016 14:01;19/07/2016 14:07
INC0001269;Closed;false;0;0;2;true;2/3/2016 12:31;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 12:38;07/03/2016 13:00
INC0001270;Closed;false;0;0;23;false;2/3/2016 12:33;2 - Medium;2 - Medium;3 - Moderate;false;17/03/2016 08:21;24/03/2016 18:59
INC0001271;Closed;false;4;0;15;false;2/3/2016 12:33;2 - Medium;2 - Medium;3 - Moderate;true;22/03/2016 05:57;27/03/2016 05:59
INC0001274;Closed;false;1;0;6;false;2/3/2016 12:37;2 - Medium;2 - Medium;3 - Moderate;true;07/03/2016 09:58;24/03/2016 18:40
INC0001275;Closed;false;0;0;1;true;2/3/2016 12:37;2 - Medium;2 - Medium;3 - Moderate;true;;07/03/2016 14:00
INC0001277;Closed;false;0;0;8;false;2/3/2016 12:38;2 - Medium;2 - Medium;3 - Moderate;true;11/03/2016 08:36;24/03/2016 18:50
INC0001278;Closed;false;2;0;7;false;2/3/2016 12:40;2 - Medium;2 - Medium;3 - Moderate;true;10/03/2016 11:05;24/03/2016 18:50
INC0001279;Closed;false;0;0;17;false;2/3/2016 12:42;2 - Medium;2 - Medium;3 - Moderate;false;24/03/2016 11:31;29/03/2016 11:59
INC0001280;Closed;false;1;0;8;false;2/3/2016 12:45;2 - Medium;1 - High;2 - High;true;07/03/2016 09:48;24/03/2016 18:40
INC0001281;Closed;false;0;0;6;true;2/3/2016 12:47;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 09:47;09/03/2016 10:00
INC0001282;Closed;false;2;0;13;false;2/3/2016 12:52;2 - Medium;2 - Medium;3 - Moderate;true;22/03/2016 08:45;27/03/2016 08:59
INC0001283;Closed;false;0;0;5;true;2/3/2016 12:53;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 14:07;07/03/2016 15:00
INC0001285;Closed;false;6;0;9;true;2/3/2016 12:55;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 16:24;09/03/2016 17:00
INC0001287;Closed;false;0;0;59;false;2/3/2016 12:58;2 - Medium;2 - Medium;3 - Moderate;true;11/08/2016 11:43;16/08/2016 12:00
INC0001288;Closed;false;3;0;7;true;2/3/2016 12:59;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 15:04;08/03/2016 16:00
INC0001289;Closed;false;0;0;4;true;2/3/2016 13:00;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 13:28;07/03/2016 14:00
INC0001290;Closed;false;0;0;3;true;2/3/2016 13:03;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 15:02;07/03/2016 16:00
INC0001292;Closed;false;0;0;9;true;2/3/2016 13:04;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 14:53;08/03/2016 15:00
INC0001293;Closed;false;0;0;10;false;2/3/2016 13:05;2 - Medium;2 - Medium;3 - Moderate;false;17/03/2016 14:51;24/03/2016 18:59
INC0001294;Closed;false;0;0;1;true;2/3/2016 13:05;2 - Medium;2 - Medium;3 - Moderate;true;;07/03/2016 14:00
INC0001295;Closed;false;0;0;2;true;2/3/2016 13:06;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 13:13;07/03/2016 14:00
INC0001297;Closed;false;0;0;3;true;2/3/2016 13:07;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 05:07;08/03/2016 06:00
INC0001298;Closed;false;0;0;1;true;2/3/2016 13:12;2 - Medium;2 - Medium;3 - Moderate;true;;07/03/2016 14:00
INC0001299;Closed;false;0;0;5;true;2/3/2016 13:14;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 14:11;07/03/2016 15:00
INC0001301;Closed;false;6;0;15;false;2/3/2016 13:18;2 - Medium;2 - Medium;3 - Moderate;true;11/03/2016 10:48;24/03/2016 18:50
INC0001302;Closed;false;0;0;11;false;2/3/2016 13:21;3 - Low;3 - Low;4 - Low;true;22/03/2016 15:18;27/03/2016 15:59
INC0001303;Closed;false;2;0;7;false;2/3/2016 13:24;2 - Medium;2 - Medium;3 - Moderate;true;11/03/2016 12:49;24/03/2016 18:50
INC0001304;Closed;false;1;0;19;false;2/3/2016 13:26;2 - Medium;2 - Medium;3 - Moderate;true;18/04/2016 09:44;23/04/2016 10:07
INC0001306;Closed;false;3;0;10;false;2/3/2016 13:36;2 - Medium;2 - Medium;3 - Moderate;true;11/03/2016 16:13;24/03/2016 18:50
INC0001307;Closed;false;0;0;13;false;2/3/2016 13:36;2 - Medium;2 - Medium;3 - Moderate;true;06/04/2016 13:51;11/04/2016 13:59
INC0001308;Closed;false;0;0;1;true;2/3/2016 13:38;2 - Medium;2 - Medium;3 - Moderate;true;;07/03/2016 14:00
INC0001309;Closed;false;0;0;19;false;2/3/2016 13:38;2 - Medium;2 - Medium;3 - Moderate;true;25/04/2016 08:40;30/04/2016 09:07
INC0001310;Closed;false;0;0;4;true;2/3/2016 13:38;3 - Low;3 - Low;4 - Low;true;02/03/2016 17:13;07/03/2016 18:00
INC0001311;Closed;false;0;0;26;false;2/3/2016 13:39;2 - Medium;2 - Medium;3 - Moderate;true;16/05/2016 07:37;21/05/2016 08:07
INC0001312;Closed;false;1;1;23;false;2/3/2016 13:40;2 - Medium;2 - Medium;3 - Moderate;true;25/04/2016 11:16;30/04/2016 12:07
INC0001313;Closed;false;0;0;9;false;2/3/2016 13:41;1 - High;1 - High;1 - Critical;false;22/03/2016 17:09;27/03/2016 17:59
INC0001314;Closed;false;0;0;28;false;2/3/2016 13:41;2 - Medium;2 - Medium;3 - Moderate;true;20/05/2016 10:25;25/05/2016 11:07
INC0001315;Closed;false;0;0;5;true;2/3/2016 13:44;3 - Low;3 - Low;4 - Low;true;02/03/2016 13:58;07/03/2016 14:00
INC0001317;Closed;false;1;0;4;true;2/3/2016 13:50;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 17:43;09/03/2016 18:00
INC0001318;Closed;false;1;0;5;true;2/3/2016 13:50;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 14:32;07/03/2016 15:00
INC0001319;Closed;false;7;0;19;false;2/3/2016 13:51;3 - Low;3 - Low;4 - Low;false;21/03/2016 16:06;26/03/2016 16:59
INC0001320;Closed;false;0;0;6;false;2/3/2016 13:51;2 - Medium;2 - Medium;3 - Moderate;true;17/03/2016 10:43;24/03/2016 18:59
INC0001321;Closed;false;0;0;13;false;2/3/2016 13:51;2 - Medium;2 - Medium;3 - Moderate;true;06/04/2016 13:54;11/04/2016 13:59
INC0001322;Closed;false;0;0;4;true;2/3/2016 13:52;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 17:07;09/03/2016 18:00
INC0001323;Closed;false;1;0;8;false;2/3/2016 13:52;2 - Medium;2 - Medium;3 - Moderate;true;18/03/2016 12:45;24/03/2016 18:59
INC0001325;Closed;false;0;0;19;false;2/3/2016 13:53;2 - Medium;2 - Medium;3 - Moderate;true;25/04/2016 08:48;30/04/2016 09:07
INC0001326;Closed;false;0;0;4;true;2/3/2016 13:53;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 14:33;07/03/2016 15:00
INC0001327;Closed;false;0;0;21;false;2/3/2016 13:54;2 - Medium;2 - Medium;3 - Moderate;true;26/04/2016 13:19;01/05/2016 14:07
INC0001328;Closed;false;2;0;31;false;2/3/2016 13:56;2 - Medium;2 - Medium;3 - Moderate;true;16/05/2016 11:51;21/05/2016 12:07
INC0001329;Closed;false;0;0;26;false;2/3/2016 13:59;2 - Medium;2 - Medium;3 - Moderate;true;12/05/2016 11:21;17/05/2016 12:07
INC0001330;Closed;false;1;0;6;true;2/3/2016 14:00;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 16:16;09/03/2016 17:00
INC0001331;Closed;false;1;0;5;true;2/3/2016 14:00;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 15:37;09/03/2016 16:00
INC0001332;Closed;false;0;0;13;false;2/3/2016 14:00;2 - Medium;2 - Medium;3 - Moderate;true;06/04/2016 13:43;11/04/2016 13:59
INC0001333;Closed;false;0;0;2;true;2/3/2016 14:01;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 16:10;08/03/2016 17:00
INC0001334;Closed;false;0;0;13;false;2/3/2016 14:01;2 - Medium;2 - Medium;3 - Moderate;true;06/04/2016 11:06;11/04/2016 11:59
INC0001335;Closed;false;0;0;1;true;2/3/2016 14:01;2 - Medium;2 - Medium;3 - Moderate;true;;07/03/2016 15:00
INC0001336;Closed;false;1;0;7;true;2/3/2016 14:02;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 17:18;07/03/2016 18:00
INC0001337;Closed;false;2;0;30;false;2/3/2016 14:04;2 - Medium;2 - Medium;3 - Moderate;true;16/05/2016 11:52;21/05/2016 12:07
INC0001338;Closed;false;0;0;6;true;2/3/2016 14:05;3 - Low;3 - Low;4 - Low;true;04/03/2016 10:15;09/03/2016 11:00
INC0001339;Closed;false;0;0;6;false;2/3/2016 14:05;2 - Medium;2 - Medium;3 - Moderate;true;08/03/2016 13:54;24/03/2016 18:40
INC0001340;Closed;false;0;0;8;false;2/3/2016 14:06;2 - Medium;2 - Medium;3 - Moderate;true;22/03/2016 09:58;27/03/2016 09:59
INC0001341;Closed;false;0;0;9;false;2/3/2016 14:06;3 - Low;3 - Low;4 - Low;true;17/03/2016 09:13;24/03/2016 18:59
INC0001342;Closed;false;0;0;7;true;2/3/2016 14:07;3 - Low;2 - Medium;4 - Low;true;03/03/2016 12:21;08/03/2016 13:00
INC0001344;Closed;false;0;0;1;true;2/3/2016 14:07;2 - Medium;2 - Medium;3 - Moderate;true;;07/03/2016 15:00
INC0001347;Closed;false;0;0;3;true;2/3/2016 14:09;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 09:35;09/03/2016 10:00
INC0001348;Closed;false;5;0;67;false;2/3/2016 14:12;2 - Medium;2 - Medium;3 - Moderate;true;16/08/2016 09:53;21/08/2016 10:00
INC0001349;Closed;false;2;0;129;false;2/3/2016 14:13;3 - Low;2 - Medium;4 - Low;true;30/01/2017 18:29;04/02/2017 19:00
INC0001350;Closed;false;5;0;9;false;2/3/2016 14:14;2 - Medium;2 - Medium;3 - Moderate;true;14/03/2016 11:15;24/03/2016 18:50
INC0001351;Closed;false;2;0;10;false;2/3/2016 14:20;2 - Medium;2 - Medium;3 - Moderate;true;07/03/2016 14:00;24/03/2016 18:40
INC0001352;Closed;false;0;0;9;false;2/3/2016 14:22;2 - Medium;2 - Medium;3 - Moderate;true;23/03/2016 11:34;28/03/2016 11:59
INC0001353;Closed;false;1;0;4;true;2/3/2016 14:23;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 12:16;09/03/2016 13:00
INC0001356;Closed;false;0;0;6;false;2/3/2016 14:25;2 - Medium;2 - Medium;3 - Moderate;true;11/03/2016 16:10;24/03/2016 18:50
INC0001357;Closed;false;0;0;2;true;2/3/2016 14:26;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 10:25;08/03/2016 11:00
INC0001358;Closed;false;0;0;4;false;2/3/2016 14:26;2 - Medium;2 - Medium;3 - Moderate;true;10/03/2016 09:45;24/03/2016 18:50
INC0001359;Closed;false;1;0;3;true;2/3/2016 14:27;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 15:25;08/03/2016 16:00
INC0001360;Closed;false;0;0;3;true;2/3/2016 14:28;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 14:55;07/03/2016 15:00
INC0001361;Closed;false;0;0;2;true;2/3/2016 14:29;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 10:28;08/03/2016 11:00
INC0001362;Closed;false;0;0;3;true;2/3/2016 14:29;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 08:00;08/03/2016 09:00
INC0001363;Closed;false;0;0;5;false;2/3/2016 14:30;2 - Medium;2 - Medium;3 - Moderate;true;10/03/2016 09:49;24/03/2016 18:50
INC0001364;Closed;false;1;0;8;false;2/3/2016 14:32;2 - Medium;2 - Medium;3 - Moderate;true;07/03/2016 14:44;24/03/2016 18:40
INC0001365;Closed;false;0;0;2;true;2/3/2016 14:32;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 10:33;08/03/2016 11:00
INC0001366;Closed;false;0;0;26;false;2/3/2016 14:32;3 - Low;3 - Low;4 - Low;false;06/05/2016 11:29;11/05/2016 12:07
INC0001368;Closed;false;0;0;3;true;2/3/2016 14:34;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 16:07;07/03/2016 17:00
INC0001369;Closed;false;0;0;4;false;2/3/2016 14:34;2 - Medium;2 - Medium;3 - Moderate;true;10/03/2016 09:34;24/03/2016 18:50
INC0001370;Closed;false;0;0;9;false;2/3/2016 14:34;2 - Medium;2 - Medium;3 - Moderate;true;23/03/2016 11:37;28/03/2016 11:59
INC0001373;Closed;false;0;0;2;true;2/3/2016 14:37;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 10:33;09/03/2016 11:00
INC0001374;Closed;false;1;0;32;false;2/3/2016 14:37;2 - Medium;2 - Medium;3 - Moderate;true;23/05/2016 09:45;28/05/2016 10:07
INC0001375;Closed;false;0;0;3;false;2/3/2016 14:39;2 - Medium;2 - Medium;3 - Moderate;true;10/03/2016 09:38;24/03/2016 18:50
INC0001376;Closed;false;0;0;43;false;2/3/2016 14:39;2 - Medium;2 - Medium;3 - Moderate;true;04/07/2016 08:19;09/07/2016 09:00
INC0001377;Closed;false;0;0;5;false;2/3/2016 14:41;2 - Medium;2 - Medium;3 - Moderate;true;09/03/2016 10:08;24/03/2016 18:40
INC0001378;Closed;false;0;0;2;true;2/3/2016 14:42;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 15:31;08/03/2016 16:00
INC0001380;Closed;false;4;0;24;false;2/3/2016 14:44;2 - Medium;2 - Medium;3 - Moderate;true;04/04/2016 14:23;09/04/2016 14:59
INC0001381;Closed;false;0;0;44;false;2/3/2016 14:45;2 - Medium;2 - Medium;3 - Moderate;true;27/06/2016 16:21;02/07/2016 17:00
INC0001382;Closed;false;0;0;2;true;2/3/2016 14:45;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 15:23;07/03/2016 16:00
INC0001385;Closed;false;0;0;2;true;2/3/2016 14:53;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 16:49;07/03/2016 17:00
INC0001386;Closed;false;0;0;18;false;2/3/2016 14:54;2 - Medium;2 - Medium;3 - Moderate;true;12/04/2016 15:22;17/04/2016 16:07
INC0001387;Closed;false;0;0;2;true;2/3/2016 14:56;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 15:06;07/03/2016 16:00
INC0001389;Closed;false;1;0;7;false;2/3/2016 14:56;2 - Medium;2 - Medium;3 - Moderate;true;15/03/2016 14:51;24/03/2016 18:59
INC0001390;Closed;false;1;0;4;true;2/3/2016 14:57;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 15:55;09/03/2016 16:00
INC0001391;Closed;false;0;0;3;true;2/3/2016 14:58;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 15:01;07/03/2016 16:00
INC0001392;Closed;false;2;0;12;false;2/3/2016 15:01;2 - Medium;2 - Medium;3 - Moderate;true;09/03/2016 11:49;24/03/2016 18:40
INC0001393;Closed;false;1;0;7;false;2/3/2016 15:01;2 - Medium;2 - Medium;3 - Moderate;true;08/03/2016 11:26;23/05/2016 11:07
INC0001394;Closed;false;0;0;3;true;2/3/2016 15:01;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 10:49;09/03/2016 11:00
INC0001395;Closed;false;0;0;8;false;2/3/2016 15:03;3 - Low;3 - Low;4 - Low;true;08/03/2016 17:59;24/03/2016 18:40
INC0001396;Closed;false;0;0;2;true;2/3/2016 15:04;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 10:56;09/03/2016 11:00
INC0001397;Closed;false;0;0;10;false;2/3/2016 15:05;2 - Medium;2 - Medium;3 - Moderate;true;15/03/2016 23:05;24/03/2016 18:59
INC0001399;Closed;false;1;0;5;false;2/3/2016 15:07;2 - Medium;2 - Medium;3 - Moderate;true;08/03/2016 17:20;24/03/2016 18:40
INC0001400;Closed;false;4;0;18;false;2/3/2016 15:08;2 - Medium;2 - Medium;3 - Moderate;true;14/03/2016 11:33;24/03/2016 18:50
INC0001401;Closed;false;2;0;91;false;2/3/2016 15:08;2 - Medium;2 - Medium;3 - Moderate;true;09/11/2016 15:53;14/11/2016 16:00
INC0001402;Closed;false;0;0;2;true;2/3/2016 15:09;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 10:54;09/03/2016 11:00
INC0001404;Closed;false;3;0;9;false;2/3/2016 15:10;2 - Medium;2 - Medium;3 - Moderate;true;07/03/2016 10:31;24/03/2016 18:40
INC0001405;Closed;false;0;0;7;true;2/3/2016 15:11;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 16:10;08/03/2016 17:00
INC0001406;Closed;false;2;0;12;false;2/3/2016 15:11;2 - Medium;2 - Medium;3 - Moderate;true;29/03/2016 17:07;03/04/2016 17:59
INC0001407;Closed;false;0;0;2;true;2/3/2016 15:11;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 16:11;09/03/2016 17:00
INC0001408;Closed;false;0;0;5;false;2/3/2016 15:13;1 - High;1 - High;1 - Critical;true;04/03/2016 16:23;09/03/2016 17:00
INC0001409;Closed;false;0;0;3;true;2/3/2016 15:14;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 10:52;09/03/2016 11:00
INC0001410;Closed;false;0;0;3;true;2/3/2016 15:14;3 - Low;3 - Low;4 - Low;true;02/03/2016 15:18;07/03/2016 16:00
INC0001412;Closed;false;1;0;4;true;2/3/2016 15:16;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 11:50;08/03/2016 12:00
INC0001413;Closed;false;0;0;2;true;2/3/2016 15:18;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 09:07;08/03/2016 10:00
INC0001415;Closed;false;0;0;6;false;2/3/2016 15:19;2 - Medium;2 - Medium;3 - Moderate;true;14/03/2016 11:08;24/03/2016 18:50
INC0001417;Closed;false;0;0;2;true;2/3/2016 15:19;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 22:01;07/03/2016 23:00
INC0001418;Closed;false;0;0;9;true;2/3/2016 15:21;2 - Medium;3 - Low;4 - Low;true;04/03/2016 16:41;09/03/2016 17:00
INC0001419;Closed;false;2;0;75;false;2/3/2016 15:21;3 - Low;3 - Low;4 - Low;true;03/10/2016 10:37;08/10/2016 11:00
INC0001422;Closed;false;1;0;6;false;2/3/2016 15:25;2 - Medium;2 - Medium;3 - Moderate;true;06/03/2016 21:29;24/03/2016 18:40
INC0001426;Closed;false;0;0;5;true;2/3/2016 15:27;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 16:43;07/03/2016 17:00
INC0001427;Closed;false;0;0;8;true;2/3/2016 15:28;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 17:33;09/03/2016 18:00
INC0001428;Closed;false;0;0;31;false;2/3/2016 15:29;2 - Medium;2 - Medium;3 - Moderate;true;24/05/2016 13:34;29/05/2016 14:07
INC0001429;Closed;false;0;0;5;true;2/3/2016 15:29;3 - Low;3 - Low;4 - Low;true;02/03/2016 17:41;07/03/2016 18:00
INC0001430;Closed;false;0;0;5;true;2/3/2016 15:31;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 16:11;07/03/2016 17:00
INC0001431;Closed;false;0;0;11;false;2/3/2016 15:32;2 - Medium;2 - Medium;3 - Moderate;true;22/03/2016 09:46;27/03/2016 09:59
INC0001433;Closed;false;0;0;10;false;2/3/2016 15:32;3 - Low;3 - Low;4 - Low;true;24/03/2016 11:45;29/03/2016 11:59
INC0001434;Closed;false;2;0;5;true;2/3/2016 15:33;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 19:54;09/03/2016 20:00
INC0001436;Closed;false;0;0;3;true;2/3/2016 15:35;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 11:59;08/03/2016 12:00
INC0001438;Closed;false;0;0;13;false;2/3/2016 15:37;1 - High;1 - High;1 - Critical;true;15/03/2016 12:11;24/03/2016 18:59
INC0001442;Closed;false;3;0;10;false;2/3/2016 15:40;2 - Medium;2 - Medium;3 - Moderate;true;24/03/2016 13:22;29/03/2016 13:59
INC0001445;Closed;false;2;0;9;false;2/3/2016 15:45;2 - Medium;2 - Medium;3 - Moderate;true;08/03/2016 11:22;13/03/2016 12:00
INC0001446;Closed;false;2;0;11;false;2/3/2016 15:45;3 - Low;2 - Medium;4 - Low;true;16/03/2016 09:27;24/03/2016 18:59
INC0001448;Closed;false;1;0;8;false;2/3/2016 15:46;1 - High;1 - High;1 - Critical;true;03/03/2016 15:05;08/03/2016 16:00
INC0001449;Closed;false;0;0;2;true;2/3/2016 15:47;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 08:28;08/03/2016 09:00
INC0001451;Closed;false;6;0;28;false;2/3/2016 15:51;2 - Medium;2 - Medium;3 - Moderate;true;16/03/2016 18:51;24/03/2016 18:59
INC0001452;Closed;false;2;0;8;false;2/3/2016 15:52;2 - Medium;2 - Medium;3 - Moderate;false;22/03/2016 09:38;27/03/2016 09:59
INC0001453;Closed;false;0;0;17;false;2/3/2016 15:56;2 - Medium;2 - Medium;3 - Moderate;false;11/04/2016 14:29;16/04/2016 15:07
INC0001456;Closed;false;0;0;6;false;2/3/2016 15:59;2 - Medium;2 - Medium;3 - Moderate;true;08/03/2016 11:44;24/03/2016 18:40
INC0001457;Closed;false;7;0;17;true;2/3/2016 15:59;2 - Medium;2 - Medium;3 - Moderate;true;10/03/2016 16:26;10/03/2016 16:27
INC0001459;Closed;false;0;0;2;true;2/3/2016 16:00;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 17:09;07/03/2016 18:00
INC0001460;Closed;false;0;0;7;false;2/3/2016 16:00;2 - Medium;2 - Medium;3 - Moderate;true;07/03/2016 12:16;24/03/2016 18:40
INC0001462;Closed;false;1;0;8;false;2/3/2016 16:02;2 - Medium;2 - Medium;3 - Moderate;true;16/03/2016 09:02;24/03/2016 18:59
INC0001464;Closed;false;0;0;3;true;2/3/2016 16:03;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 15:15;09/03/2016 16:00
INC0001465;Closed;false;0;0;9;false;2/3/2016 16:03;2 - Medium;2 - Medium;3 - Moderate;true;16/03/2016 10:59;24/03/2016 18:59
INC0001468;Closed;false;0;0;3;false;2/3/2016 16:08;2 - Medium;2 - Medium;3 - Moderate;true;07/03/2016 10:12;24/03/2016 18:40
INC0001471;Closed;false;4;1;35;false;2/3/2016 16:10;2 - Medium;2 - Medium;3 - Moderate;true;08/03/2016 15:13;24/03/2016 18:40
INC0001472;Closed;false;6;0;15;false;2/3/2016 16:10;2 - Medium;2 - Medium;3 - Moderate;true;18/03/2016 15:12;24/03/2016 18:59
INC0001473;Closed;false;0;0;27;false;2/3/2016 16:11;2 - Medium;2 - Medium;3 - Moderate;true;18/05/2016 10:51;23/05/2016 11:07
INC0001474;Closed;false;1;0;6;true;2/3/2016 16:14;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 10:26;09/03/2016 11:00
INC0001475;Closed;false;2;0;6;true;2/3/2016 16:14;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 13:38;09/03/2016 14:00
INC0001476;Closed;false;4;0;10;false;2/3/2016 16:14;2 - Medium;2 - Medium;3 - Moderate;true;07/03/2016 14:51;24/03/2016 18:40
INC0001477;Closed;false;0;0;8;true;2/3/2016 16:15;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 16:20;08/03/2016 17:00
INC0001478;Closed;false;0;0;9;false;2/3/2016 16:16;2 - Medium;2 - Medium;3 - Moderate;true;10/03/2016 01:42;24/03/2016 18:50
INC0001479;Closed;false;4;0;13;false;2/3/2016 16:20;2 - Medium;1 - High;2 - High;true;17/03/2016 12:03;24/03/2016 18:59
INC0001480;Closed;false;3;0;19;false;2/3/2016 16:22;2 - Medium;2 - Medium;3 - Moderate;true;22/03/2016 23:11;27/03/2016 23:59
INC0001481;Closed;false;2;0;6;false;2/3/2016 16:24;2 - Medium;2 - Medium;3 - Moderate;true;09/03/2016 09:39;24/03/2016 18:40
INC0001482;Closed;false;0;0;30;false;2/3/2016 16:26;2 - Medium;2 - Medium;3 - Moderate;true;11/05/2016 15:29;16/05/2016 16:07
INC0001483;Closed;false;10;0;18;false;2/3/2016 16:27;2 - Medium;2 - Medium;3 - Moderate;true;15/03/2016 09:18;24/03/2016 18:59
INC0001484;Closed;false;0;0;5;true;2/3/2016 16:27;3 - Low;3 - Low;4 - Low;true;03/03/2016 14:51;08/03/2016 15:00
INC0001486;Closed;false;5;0;14;false;2/3/2016 16:30;2 - Medium;2 - Medium;3 - Moderate;true;19/03/2016 14:46;24/03/2016 18:59
INC0001487;Closed;false;0;0;3;true;2/3/2016 16:31;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 16:39;07/03/2016 17:00
INC0001488;Closed;false;0;0;4;true;2/3/2016 16:31;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 08:22;08/03/2016 09:00
INC0001490;Closed;false;0;0;2;true;2/3/2016 16:32;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 12:37;08/03/2016 13:00
INC0001491;Closed;false;0;0;13;false;2/3/2016 16:33;2 - Medium;2 - Medium;3 - Moderate;true;06/04/2016 10:56;11/04/2016 10:59
INC0001492;Closed;false;0;0;4;true;2/3/2016 16:36;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 22:18;09/03/2016 23:00
INC0001493;Closed;false;2;0;5;true;2/3/2016 16:36;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 09:46;08/03/2016 10:00
INC0001494;Closed;false;2;0;10;false;2/3/2016 16:36;2 - Medium;2 - Medium;3 - Moderate;true;22/03/2016 14:30;27/03/2016 14:59
