number;incident_state;active;reassignment_count;reopen_count;sys_mod_count;made_sla;opened_at;impact;urgency;priority;knowledge;resolved_at;closed_at
INC0003247;Closed;false;1;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003248;Closed;false;4;0;10;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-17;2016-03-24
INC0003249;Closed;false;4;0;8;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-14;2016-03-24
INC0003250;Closed;false;1;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-16;2016-03-24
INC0003251;Closed;false;2;0;13;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-22;2016-03-27
INC0003252;Closed;false;2;0;6;false;2016-03-07;3 - Low;3 - Low;4 - Low;true;2016-03-14;2016-05-23
INC0003253;Closed;false;0;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003254;Closed;false;0;0;1;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;;2016-03-24
INC0003255;Closed;false;0;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003256;Closed;false;11;1;40;false;2016-03-07;1 - High;2 - Medium;2 - High;true;2016-03-30;2016-04-04
INC0003258;Closed;false;5;0;46;false;2016-03-07;3 - Low;3 - Low;4 - Low;true;2016-06-28;2016-07-03
INC0003260;Closed;false;1;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003261;Closed;false;0;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003262;Closed;false;5;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-14;2016-03-24
INC0003263;Closed;false;4;0;10;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-14;2016-03-24
INC0003264;Closed;false;0;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003265;Closed;false;1;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-05-23
INC0003266;Closed;false;3;0;21;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-04-20;2016-04-25
INC0003267;Closed;false;1;0;23;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-05-03;2016-05-08
INC0003269;Closed;false;1;0;8;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-05-23
INC0003270;Closed;false;0;0;2;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003272;Closed;false;0;0;2;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003273;Closed;false;0;0;12;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-04-04;2016-04-09
INC0003275;Closed;false;1;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-16;2016-03-21
INC0003276;Closed;false;2;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003277;Closed;false;0;0;2;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003278;Closed;false;0;0;2;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003279;Closed;false;1;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003280;Closed;false;2;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003281;Closed;false;0;0;13;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-04-07;2016-04-12
INC0003282;Closed;false;0;0;7;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-18;2016-03-24
INC0003283;Closed;false;0;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003284;Closed;false;2;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-18;2016-03-24
INC0003285;Closed;false;1;0;24;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-05-03;2016-05-08
INC0003286;Closed;false;0;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-18;2016-03-24
INC0003287;Closed;false;0;0;1;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;;2016-03-24
INC0003288;Closed;false;1;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003289;Closed;false;0;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-03-24
INC0003293;Closed;false;2;0;9;true;2016-03-07;3 - Low;3 - Low;4 - Low;true;2016-03-11;2016-03-24
INC0003295;Closed;false;0;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-30;2016-04-04
INC0003296;Closed;false;4;0;7;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-03-24
INC0003297;Closed;false;4;0;8;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-14;2016-03-24
INC0003298;Closed;false;1;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-03-24
INC0003300;Closed;false;0;0;28;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-07-26;2016-07-31
INC0003300;Closed;false;0;1;58;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-07-26;2016-07-31
INC0003301;Closed;false;0;0;5;true;2016-03-07;3 - Low;3 - Low;4 - Low;true;2016-03-07;2016-03-24
INC0003304;Closed;false;1;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-11;2016-03-24
INC0003306;Closed;false;3;0;7;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-03-24
INC0003307;Closed;false;1;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003308;Closed;false;3;0;11;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-11;2016-03-24
INC0003309;Closed;false;5;0;10;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-11;2016-03-24
INC0003310;Closed;false;0;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-15;2016-03-24
INC0003311;Closed;false;1;0;12;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-16;2016-03-24
INC0003312;Closed;false;2;0;12;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-14;2016-03-24
INC0003313;Closed;false;0;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003314;Closed;false;1;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003316;Closed;false;3;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-05-23
INC0003317;Closed;false;0;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003319;Closed;false;0;0;9;true;2016-03-07;3 - Low;3 - Low;4 - Low;true;2016-03-17;2016-03-24
INC0003320;Closed;false;1;0;12;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-17;2016-03-24
INC0003321;Closed;false;11;0;27;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-04-15;2016-04-20
INC0003322;Closed;false;5;0;12;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-14;2016-03-24
INC0003323;Closed;false;4;0;17;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-04-05;2016-04-10
INC0003324;Closed;false;0;0;2;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003325;Closed;false;1;0;10;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-15;2016-03-24
INC0003326;Closed;false;0;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-03-24
INC0003327;Closed;false;0;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-14;2016-03-24
INC0003328;Closed;false;0;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-14;2016-03-24
INC0003329;Closed;false;2;0;8;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-17;2016-03-24
INC0003330;Closed;false;3;0;9;true;2016-03-07;3 - Low;3 - Low;4 - Low;true;2016-03-14;2016-03-24
INC0003331;Closed;false;1;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-15;2016-03-24
INC0003332;Closed;false;0;0;8;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-15;2016-03-24
INC0003334;Closed;false;4;0;12;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-21;2016-03-26
INC0003335;Closed;false;0;0;12;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-30;2016-04-04
INC0003336;Closed;false;3;0;10;true;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-14
INC0003337;Closed;false;0;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003342;Closed;false;0;0;7;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-16;2016-03-24
INC0003343;Closed;false;1;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-29;2016-04-03
INC0003345;Closed;false;0;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-15;2016-03-24
INC0003347;Closed;false;0;0;1;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;;2016-03-24
INC0003348;Closed;false;0;0;12;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-04-05;2016-04-10
INC0003349;Closed;false;1;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003350;Closed;false;2;0;8;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-16;2016-03-24
INC0003351;Closed;false;1;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-16;2016-03-24
INC0003352;Closed;false;1;0;8;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-16;2016-03-24
INC0003353;Closed;false;1;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003354;Closed;false;2;0;7;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-12;2016-03-24
INC0003355;Closed;false;0;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003356;Closed;false;1;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003357;Closed;false;0;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003358;Closed;false;0;0;1;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;;2016-03-24
INC0003359;Closed;false;5;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-15;2016-03-24
INC0003360;Closed;false;0;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003362;Closed;false;0;0;13;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-30;2016-04-04
INC0003363;Closed;false;0;0;8;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-17;2016-03-24
INC0003364;Closed;false;3;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-12;2016-03-17
INC0003365;Closed;false;0;0;7;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-17;2016-03-24
INC0003367;Closed;false;0;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-15;2016-03-24
INC0003369;Closed;false;3;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-16;2016-03-24
INC0003370;Closed;false;2;0;21;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-04-11;2016-04-16
INC0003372;Closed;false;1;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003374;Closed;false;0;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-03-24
INC0003375;Closed;false;1;0;7;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003378;Closed;false;0;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003379;Closed;false;0;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-15;2016-03-24
INC0003381;Closed;false;8;0;18;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-03-24
INC0003382;Closed;false;0;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-16;2016-03-24
INC0003383;Closed;false;2;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003384;Closed;false;4;0;10;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-18;2016-03-24
INC0003385;Closed;false;1;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003387;Closed;false;0;0;2;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003388;Closed;false;0;0;2;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003389;Closed;false;0;0;7;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-15;2016-03-24
INC0003390;Closed;false;1;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003393;Closed;false;6;0;14;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-16;2016-03-24
INC0003394;Closed;false;2;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003395;Closed;false;0;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003396;Closed;false;1;0;10;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-16;2016-03-24
INC0003398;Closed;false;0;1;12;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003399;Closed;false;3;0;8;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-14;2016-03-24
INC0003401;Closed;false;0;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-16;2016-03-24
INC0003403;Closed;false;3;0;10;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-17;2016-03-24
INC0003405;Closed;false;2;1;13;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-17;2016-03-24
INC0003406;Closed;false;2;0;7;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-17;2016-03-24
INC0003407;Closed;false;5;0;15;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-11;2016-03-24
INC0003408;Closed;false;0;0;7;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-17;2016-03-24
INC0003410;Closed;false;2;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-24;2016-03-29
INC0003412;Closed;false;2;0;6;true;2016-03-07;3 - Low;3 - Low;4 - Low;true;2016-03-16;2016-03-24
INC0003413;Closed;false;3;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003414;Closed;false;1;0;11;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-29;2016-04-03
INC0003416;Closed;false;3;0;16;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-28;2016-04-02
INC0003417;Closed;false;0;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-17;2016-03-24
INC0003418;Closed;false;2;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-03-24
INC0003419;Closed;false;3;4;67;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-04-05;2016-04-10
INC0003420;Closed;false;0;0;16;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-04-04;2016-04-09
INC0003421;Closed;false;4;0;7;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-11;2016-03-24
INC0003422;Closed;false;0;0;6;false;2016-03-07;1 - High;1 - High;1 - Critical;true;2016-03-15;2016-03-24
INC0003423;Closed;false;1;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003424;Closed;false;0;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-17;2016-03-24
INC0003425;Closed;false;2;0;7;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-03-24
INC0003426;Closed;false;0;0;13;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-04-04;2016-04-09
INC0003427;Closed;false;0;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003428;Closed;false;0;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-17;2016-03-24
INC0003430;Closed;false;1;0;46;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-06-24;2016-06-29
INC0003431;Closed;false;7;0;24;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-04-18;2016-04-23
INC0003432;Closed;false;3;0;9;true;2016-03-07;3 - Low;3 - Low;4 - Low;true;2016-03-14;2016-03-19
INC0003433;Closed;false;1;0;7;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-14;2016-03-24
INC0003435;Closed;false;2;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003436;Closed;false;3;0;15;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-28;2016-04-02
INC0003437;Closed;false;2;0;18;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-22;2016-03-27
INC0003440;Closed;false;0;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-05-23
INC0003441;Closed;false;1;0;15;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-22;2016-03-27
INC0003443;Closed;false;3;1;21;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-28;2016-04-02
INC0003444;Closed;false;4;0;16;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-31;2016-04-05
INC0003445;Closed;false;1;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-14;2016-03-24
INC0003446;Closed;false;0;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-05-23
INC0003447;Closed;false;5;0;16;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-31;2016-04-05
INC0003448;Closed;false;1;0;3;false;2016-03-07;1 - High;2 - Medium;2 - High;true;2016-03-07;2016-03-24
INC0003449;Closed;false;2;0;8;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003450;Closed;false;0;0;1;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003451;Closed;false;0;0;2;true;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003452;Closed;false;0;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003453;Closed;false;2;0;11;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-18;2016-03-24
INC0003457;Closed;false;0;0;2;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003458;Closed;false;3;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003460;Closed;false;0;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-11;2016-05-23
INC0003463;Closed;false;1;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-03-24
INC0003466;Closed;false;0;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-18;2016-03-24
INC0003467;Closed;false;11;0;21;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-24;2016-03-29
INC0003468;Closed;false;3;0;7;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-03-24
INC0003469;Closed;false;0;0;8;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-17;2016-03-24
INC0003470;Closed;false;0;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-11;2016-05-23
INC0003471;Closed;false;1;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-03-24
INC0003473;Closed;false;3;2;20;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-18;2016-03-24
INC0003474;Closed;false;0;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003475;Closed;false;1;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-05-23
INC0003476;Closed;false;0;0;2;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003478;Closed;false;1;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-15;2016-03-24
INC0003479;Closed;false;3;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-18;2016-03-24
INC0003480;Closed;false;0;0;8;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003483;Closed;false;2;0;10;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-14;2016-03-24
INC0003487;Closed;false;0;0;1;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;;2016-03-24
INC0003489;Closed;false;3;0;11;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-03-24
INC0003490;Closed;false;0;0;1;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003492;Closed;false;0;1;10;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003494;Closed;false;0;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003495;Closed;false;0;0;1;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;;2016-03-24
INC0003496;Closed;false;0;0;2;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003498;Closed;false;3;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-18;2016-03-24
INC0003499;Closed;false;0;0;12;true;2016-03-07;3 - Low;3 - Low;4 - Low;true;2016-03-09;2016-03-24
INC0003500;Closed;false;1;0;8;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-17;2016-03-24
INC0003501;Closed;false;0;0;1;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003502;Closed;false;2;0;11;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-18;2016-03-24
INC0003504;Closed;false;0;0;2;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-05-23
INC0003505;Closed;false;2;0;13;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003506;Closed;false;0;0;2;true;2016-03-07;3 - Low;3 - Low;4 - Low;true;2016-03-07;2016-03-24
INC0003507;Closed;false;1;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003509;Closed;false;4;0;19;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-04-11;2016-04-16
INC0003513;Closed;false;7;0;40;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-05-31;2016-06-05
INC0003514;Closed;false;4;0;9;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-03-24
INC0003515;Closed;false;1;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003516;Closed;false;4;0;13;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003517;Closed;false;0;0;4;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003521;Closed;false;0;0;10;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-30;2016-04-04
INC0003522;Closed;false;0;0;3;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0003524;Closed;false;1;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-11;2016-03-24
INC0003525;Closed;false;0;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-17;2016-03-24
INC0003526;Closed;false;3;0;7;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-11;2016-03-24
INC0003527;Closed;false;3;0;12;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-24;2016-03-29
INC0003528;Closed;false;0;0;2;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0003529;Closed;false;9;0;45;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-06-01;2016-06-06
INC0003530;Closed;false;0;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-17;2016-03-24
INC0003531;Closed;false;3;0;6;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0003532;Closed;false;0;0;5;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-17;2016-03-24
INC0003533;Closed;false;2;0;8;false;2016-03-07;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-10;2016-03-24
